,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebybuilt,agebyremodel,TotalGrBsmtSF,OA1,OA2
10,1471,120,RH,26.0,5858,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Names,Norm,Norm,TwnhsE,1Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1051.0,BLQ,0.0,1051.0,354.0,1405.0,GasA,Ex,Y,SBrkr,1337,0,0,1337,1337,2388.0,1.0,0.0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6.0,5,Typ,1,Fa,Attchd,1999.0,Fin,2.0,511.0,TA,TA,Y,203,68,0,0,0,68,0,NA,NA,NA,0,6,2010,WD,Normal,11,11,2742.0,2742.0,3253.0
11,1472,160,RM,21.0,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,Rec,156.0,Unf,0.0,156.0,327.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,987,1143.0,0.0,0.0,0.0,1,1,1.5,1.5,2,1,TA,4.5,5.0,5,Typ,0,NA,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,275,0,0,0,0,0,0,NA,NA,NA,0,2,2010,COD,Normal,39,39,1470.0,1974.0,2238.0
12,1473,160,RM,21.0,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,492,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,300.0,225.0,525.0,GasA,TA,Y,SBrkr,525,567,0,1092,1092,1392.0,0.0,0.0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6.0,6,Typ,0,NA,Detchd,1997.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,39,39,1617.0,2109.0,2429.0
13,1474,160,RL,24.0,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsI,2Story,6,6,1975,1975,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,TA,TA,No,ALQ,514.0,Unf,0.0,514.0,341.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,1456,1970.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7.0,6,Typ,1,TA,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,173,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,35,35,2311.0,2311.0,2751.0
14,1475,120,RL,24.0,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsI,1Story,7,6,1975,1975,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,836.0,836.0,GasA,Ex,Y,SBrkr,836,0,0,836,836,836.0,0.0,0.0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4.0,4,Typ,0,NA,Attchd,1975.0,Unf,1.0,308.0,TA,TA,Y,0,30,0,0,0,30,0,NA,NA,NA,0,6,2010,WD,Normal,35,35,1672.0,1672.0,1980.0
15,1476,60,RL,102.0,12858,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,162,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,0.0,1590.0,1590.0,GasA,Ex,Y,SBrkr,1627,707,0,2334,2334,2334.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Ex,6.5,7.0,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,751.0,TA,TA,Y,144,133,0,0,0,133,0,NA,NA,NA,0,1,2010,New,Partial,1,0,3924.0,4086.0,4837.0
16,1477,20,RL,94.0,12883,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,256,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,1544.0,1544.0,GasA,Ex,Y,SBrkr,1544,0,0,1544,1544,1544.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6.0,7,Typ,0,NA,Attchd,2009.0,RFn,3.0,868.0,TA,TA,Y,0,35,0,0,0,35,0,NA,NA,NA,0,6,2010,New,Partial,1,0,3088.0,3344.0,4212.0
17,1478,20,RL,90.0,11520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615,Gd,TA,PConc,Ex,TA,No,GLQ,110.0,Unf,0.0,110.0,1588.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,1698,1698,1808.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Ex,6.0,6.0,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,730.0,TA,TA,Y,192,74,0,0,0,74,0,NA,NA,NA,0,6,2010,WD,Normal,5,5,3396.0,4011.0,4741.0
18,1479,20,RL,79.0,14122,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CemntBd,BrkFace,240,Gd,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,28.0,1794.0,1822.0,GasA,Ex,Y,SBrkr,1822,0,0,1822,1822,1850.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Ex,6.0,6.0,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,678.0,TA,TA,Y,0,119,0,0,0,119,0,NA,NA,NA,0,2,2010,WD,Normal,5,4,3644.0,3884.0,4562.0
19,1480,20,RL,110.0,14300,Pave,NA,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,1373.0,1473.0,2846.0,GasA,Ex,Y,SBrkr,2696,0,0,2696,2696,4069.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Ex,7.5,8.0,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,958.0,TA,TA,Y,220,150,0,0,0,150,0,NA,NA,NA,0,6,2010,WD,Normal,7,6,5542.0,6637.0,7595.0
20,1481,60,RL,105.0,13650,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,578.0,1093.0,1671.0,GasA,Ex,Y,SBrkr,1687,563,0,2250,2250,2828.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8.0,7,Typ,1,Ex,Attchd,2002.0,Fin,3.0,756.0,TA,TA,Y,238,130,0,0,0,130,0,NA,NA,NA,0,6,2010,WD,Normal,8,8,3921.0,4153.0,4909.0
21,1482,120,RL,41.0,7132,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,24.0,1346.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,1370,1394.0,0.0,0.0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5.0,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,120,49,0,0,0,49,0,NA,NA,NA,0,4,2010,WD,Normal,4,4,2740.0,2918.0,3402.0
22,1483,20,RL,100.0,18494,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,1324.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,1324,1324.0,0.0,0.0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6.0,6,Typ,0,NA,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,36,23,0,0,0,23,0,NA,NA,NA,0,1,2010,WD,Normal,5,5,2648.0,2648.0,3078.0
23,1484,120,RL,43.0,3203,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,16.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,1145,1145,1161.0,0.0,0.0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5.0,6,Typ,0,NA,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,100,116,0,0,0,116,0,NA,NA,NA,0,1,2010,WD,Normal,4,4,2290.0,2304.0,2741.0
24,1485,80,RL,67.0,13300,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,326.0,Unf,0.0,326.0,58.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,1374,1700.0,1.0,0.0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8.0,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,6,6,1758.0,1758.0,2158.0
25,1486,60,RL,63.0,8577,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,847.0,847.0,GasA,Ex,Y,SBrkr,847,886,0,1733,1733,1733.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7.0,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,144,48,0,0,0,48,0,NA,NA,NA,0,4,2010,WD,Normal,6,6,2580.0,2580.0,3013.0
26,1487,60,RL,60.0,17433,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,0.0,1629.0,1629.0,GasA,Ex,Y,SBrkr,1645,830,0,2475,2475,2475.0,0.0,0.0,0.0,2,1,2.5,2.5,4,1,Gd,7.5,8.0,7,Typ,1,TA,Attchd,1998.0,Fin,3.0,962.0,TA,TA,Y,23,172,0,0,256,428,0,NA,NA,NA,0,1,2010,WD,Normal,12,12,4104.0,4218.0,5180.0
27,1488,20,RL,73.0,8987,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,Gd,TA,PConc,Gd,TA,NA,Unf,0.0,Unf,0.0,0.0,1595.0,1595.0,GasA,Ex,Y,SBrkr,1595,0,0,1595,1595,1595.0,0.0,0.0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5.0,6,Typ,1,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,TA,Y,144,0,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,5,4,3190.0,3416.0,4296.0
28,1489,20,FV,92.0,9215,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,1218,1218.0,0.0,0.0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5.0,4,Typ,0,NA,Attchd,2009.0,RFn,2.0,676.0,TA,TA,Y,0,136,0,0,0,136,0,NA,NA,NA,0,4,2010,New,Partial,1,0,2436.0,2436.0,3112.0
29,1490,20,FV,84.0,10440,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,1414.0,Unf,0.0,1414.0,54.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,1468,2882.0,1.0,0.0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6.0,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,528.0,TA,TA,Y,0,102,0,0,216,318,0,NA,NA,NA,0,5,2010,WD,Normal,5,5,2936.0,2936.0,3464.0
30,1491,60,RL,70.0,11920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,828,0,1659,1659,1659.0,0.0,0.0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7.0,8,Typ,0,NA,Attchd,2004.0,RFn,2.0,484.0,TA,TA,Y,144,68,0,0,0,68,0,NA,NA,NA,0,4,2010,WD,Normal,6,6,2490.0,2612.0,3096.0
31,1492,30,RH,70.0,9800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.0,816.0,816.0,GasA,TA,N,FuseA,1012,0,0,1012,1012,1012.0,0.0,0.0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4.0,5,Typ,0,NA,Detchd,1920.0,Unf,1.0,429.0,TA,TA,Y,121,0,80,0,0,80,0,NA,NA,NA,0,4,2010,WD,Normal,90,60,1828.0,1828.0,2257.0
32,1493,20,RL,39.0,15410,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250,TA,Gd,CBlock,TA,TA,Gd,BLQ,126.0,GLQ,859.0,985.0,223.0,1208.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1494,2479.0,1.0,0.0,1.0,2,0,2.0,3.0,3,1,TA,7.0,7.0,7,Typ,2,Fa,Attchd,1974.0,Fin,2.0,461.0,TA,TA,Y,296,0,186,0,0,186,0,NA,GdPrv,NA,0,4,2010,WD,Abnorml,36,8,2702.0,2952.0,3413.0
33,1494,60,RL,85.0,13143,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504,Gd,TA,PConc,Gd,TA,No,LwQ,250.0,GLQ,981.0,1231.0,0.0,1231.0,GasA,Ex,Y,SBrkr,1251,1098,0,2349,2349,3580.0,1.0,0.0,1.0,2,1,2.5,3.5,4,1,Gd,8.5,9.0,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,762.0,TA,TA,Y,32,130,0,0,0,130,0,NA,NA,NA,0,6,2010,WD,Normal,17,17,3580.0,4084.0,4846.0
34,1495,60,RL,88.0,11134,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180,Gd,TA,PConc,Gd,TA,No,GLQ,1129.0,Unf,0.0,1129.0,261.0,1390.0,GasA,Ex,Y,SBrkr,1402,823,0,2225,2225,3354.0,1.0,0.0,1.0,2,1,2.5,3.5,4,1,Gd,8.5,9.0,7,Typ,1,TA,Attchd,1992.0,RFn,3.0,713.0,TA,TA,Y,198,30,0,0,0,30,0,NA,NA,NA,0,6,2010,WD,Normal,18,17,3615.0,3795.0,4508.0
35,1496,120,FV,25.0,4835,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1298.0,Unf,0.0,1298.0,190.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,1488,2786.0,1.0,0.0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6.0,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,506.0,TA,TA,Y,168,50,0,0,0,50,0,NA,NA,NA,0,3,2010,WD,Normal,6,5,2976.0,2976.0,3482.0
36,1497,160,FV,39.0,3515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,840,0,1680,1680,1680.0,0.0,0.0,0.0,2,1,2.5,2.5,2,1,Gd,5.5,6.0,3,Typ,0,NA,Attchd,2004.0,RFn,2.0,588.0,TA,TA,Y,0,111,0,0,0,111,0,NA,NA,NA,0,1,2010,WD,Normal,6,6,2520.0,2520.0,3108.0
37,1498,160,FV,30.0,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,0.0,280.0,320.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,1200,1480.0,0.0,0.0,0.0,2,1,2.5,2.5,2,1,Gd,5.5,6.0,4,Typ,0,NA,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,172,0,NA,NA,NA,0,4,2010,ConLD,Normal,6,6,1800.0,1920.0,2400.0
